loss,mean_absolute_error,val_loss,val_mean_absolute_error,epoch
1.0058575868606567,0.8591856956481934,1.8289546966552734,1.205145001411438,71
0.9045109152793884,0.8109496831893921,1.6279534101486206,1.1279329061508179,72
0.8025038838386536,0.7627257108688354,1.469269871711731,1.0627713203430176,73
0.7075303792953491,0.714026927947998,1.3571449518203735,1.0158308744430542,74
0.6372190117835999,0.6722211241722107,1.25857412815094,0.9746124148368835,75
0.5556037425994873,0.6260919570922852,1.1623433828353882,0.9327594637870789,76
0.4811583161354065,0.5807425379753113,1.0665104389190674,0.8884130120277405,77
0.41351112723350525,0.5374640226364136,0.984221339225769,0.8482052087783813,78
0.36283376812934875,0.4984564185142517,0.913406491279602,0.8135320544242859,79
0.3078155219554901,0.457956999540329,0.83925861120224,0.7742434144020081,80
0.2614912986755371,0.4194627106189728,0.7431492209434509,0.7175717353820801,81
0.21938225626945496,0.38066381216049194,0.6671429872512817,0.6703967452049255,82
0.18539713323116302,0.3487637937068939,0.5849013328552246,0.6146573424339294,83
0.1552358716726303,0.3145884573459625,0.5291241407394409,0.5758668184280396,84
0.1281553953886032,0.28351202607154846,0.47097018361091614,0.5362033247947693,85
0.10628748685121536,0.26041463017463684,0.4272367060184479,0.5043976902961731,86
0.08770646899938583,0.23868918418884277,0.39196375012397766,0.47717729210853577,87
0.07439114153385162,0.22223283350467682,0.35786643624305725,0.44917863607406616,88
0.061778273433446884,0.20166359841823578,0.32195329666137695,0.4177587330341339,89
0.05191345885396004,0.18570324778556824,0.29207858443260193,0.38959258794784546,90
0.04430794715881348,0.169954314827919,0.26617783308029175,0.36656221747398376,91
0.03908327594399452,0.1582804024219513,0.2436637580394745,0.34917163848876953,92
0.03528477996587753,0.15009544789791107,0.22435347735881805,0.3330671489238739,93
0.032269906252622604,0.14299117028713226,0.21055376529693604,0.3201409876346588,94
0.029563572257757187,0.13671617209911346,0.19735877215862274,0.3074001669883728,95
0.02760559692978859,0.13026395440101624,0.1848059445619583,0.2948419749736786,96
0.026480605825781822,0.12640608847141266,0.17413827776908875,0.2835923731327057,97
0.02577623352408409,0.12281743437051773,0.16435061395168304,0.27264514565467834,98
0.02593681588768959,0.12391037493944168,0.15655417740345,0.2631581723690033,99
0.025058481842279434,0.12236954271793365,0.14689771831035614,0.25168493390083313,100
